,_id,category_code,coord,founded_year,latitude,longitude,name,number_of_employees,raised_amount,raised_currency_code,total_money_raised
0,5cd5942a666d28a915fcd9e5,advertising,"[-122.418129, 37.771208]",2006,37.771208,-122.418129,Triggit,43.0,350000.0,USD,18500000.0
1,5cd5942a666d28a915fcdab3,software,"[-122.4194155, 37.7749295]",2007,37.7749295,-122.4194155,Scripped,4.0,700000.0,USD,700000.0
2,5cd5942a666d28a915fcdaf1,software,"[-122.4194155, 37.7749295]",2007,37.7749295,-122.4194155,Scripped,4.0,700000.0,USD,700000.0
3,5cd5942a666d28a915fcd8eb,news,"[-122.419204, 37.775196]",2006,37.775196,-122.419204,GigaOM,75.0,325000.0,USD,14300000.0
4,5cd5942a666d28a915fcd9a0,web,"[-122.419204, 37.775196]",2007,37.775196,-122.419204,Clickpass,90.0,20000.0,USD,20000.0
5,5cd5942a666d28a915fcdc4f,analytics,"[-122.419204, 37.775196]",2007,37.775196,-122.419204,Topsy Labs,45.0,900000.0,USD,35200000.0
6,5cd5942a666d28a915fcd973,enterprise,"[-122.419204, 37.775196]",2007,37.775196,-122.419204,Heroku,80.0,20000.0,USD,13000000.0
7,5cd5942a666d28a915fcdad9,advertising,"[-122.419204, 37.775196]",2008,37.775196,-122.419204,AdRocket,5.0,1000000.0,USD,1000000.0
8,5cd5942a666d28a915fcda9c,advertising,"[-122.419204, 37.775196]",2008,37.775196,-122.419204,AdRocket,5.0,1000000.0,USD,1000000.0
9,5cd5942a666d28a915fcd8f7,social,"[-122.419204, 37.775196]",2006,37.775196,-122.419204,Grockit,25.0,2300000.0,USD,44700000.0
10,5cd5942a666d28a915fcda6e,web,"[-122.419204, 37.775196]",2008,37.775196,-122.419204,Zorap,2.0,1400000.0,USD,2250000.0
11,5cd5942a666d28a915fcda4c,web,"[-122.419204, 37.775196]",2008,37.775196,-122.419204,Posterous,9.0,15000.0,USD,10100000.0
12,5cd5942a666d28a915fcd8ef,web,"[-122.419204, 37.775196]",2007,37.775196,-122.419204,Seesmic,13.0,6000000.0,USD,16000000.0
13,5cd5942a666d28a915fcda01,mobile,"[-122.419204, 37.775196]",2008,37.775196,-122.419204,Stitcher,17.0,2700000.0,USD,18700000.0
14,5cd5942a666d28a915fcd9d9,software,"[-122.419204, 37.775196]",2008,37.775196,-122.419204,GitHub,106.0,100000000.0,USD,100000000.0
15,5cd5942a666d28a915fcdc3c,enterprise,"[-122.419209, 37.775206]",2010,37.775206,-122.419209,Fliptop,16.0,2400000.0,USD,6790000.0
16,5cd5942a666d28a915fcdae0,enterprise,"[-122.4179223, 37.776246]",2008,37.776246,-122.4179223,Yammer,400.0,5000000.0,USD,142000000.0
17,5cd5942a666d28a915fcd8e5,social,"[-122.4169244, 37.7768052]",2006,37.7768052,-122.4169244,Twitter,1300.0,5000000.0,USD,1160000000.0
18,5cd5942a666d28a915fcdb89,enterprise,"[-122.4204782, 37.7652755]",2007,37.7652755,-122.4204782,CrowdFlower,49.0,1200000.0,USD,13200000.0
19,5cd5942a666d28a915fcda0c,web,"[-122.410217, 37.771927]",2007,37.771927,-122.410217,Infectious,4.0,750000.0,USD,750000.0
20,5cd5942a666d28a915fcd9d8,mobile,"[-122.410076, 37.774997]",2007,37.774997,-122.410076,Heysan,8.0,855000.0,USD,875000.0
21,5cd5942a666d28a915fcd966,network_hosting,"[-122.421778, 37.763652]",2007,37.763652,-122.421778,Mogad,2.0,500000.0,USD,500000.0
22,5cd5942a666d28a915fcdb6d,hardware,"[-122.407603, 37.770067]",2008,37.770067,-122.407603,Coveroo,28.0,1500000.0,USD,3800000.0
23,5cd5942a666d28a915fcd8f1,web,"[-122.406676, 37.766909]",2006,37.766909,-122.406676,Flixster,75.0,2000000.0,USD,7180000.0
24,5cd5942a666d28a915fcd96e,analytics,"[-122.406676, 37.766909]",2006,37.766909,-122.406676,Proximic,20.0,3000000.0,EUR,9460000.0
25,5cd5942a666d28a915fcdc68,web,"[-122.4160008, 37.7611016]",2009,37.7611016,-122.4160008,TwtBks,3.0,25000.0,USD,25000.0
26,5cd5942a666d28a915fcdaf7,software,"[-122.402683, 37.771706]",2007,37.771706,-122.402683,Getfugu,10.0,800000.0,USD,800000.0
27,5cd5942a666d28a915fcd96d,games_video,"[-122.404234, 37.765158]",2007,37.765158,-122.404234,Zynga,115.0,10000000.0,USD,860000000.0
28,5cd5942a666d28a915fcda71,games_video,"[-122.4015807, 37.7705096]",2008,37.7705096,-122.4015807,ngmoco,150.0,5600000.0,USD,44800000.0
29,5cd5942a666d28a915fcd901,games_video,"[-122.407959, 37.781557]",2007,37.781557,-122.407959,DanceJam,0.0,1000000.0,USD,4500000.0
30,5cd5942a666d28a915fcdac3,web,"[-122.418642, 37.758062]",2007,37.758062,-122.418642,Fluther,3.0,600000.0,USD,600000.0
31,5cd5942a666d28a915fcda86,web,"[-122.418642, 37.758062]",2007,37.758062,-122.418642,Fluther,3.0,600000.0,USD,600000.0
32,5cd5942a666d28a915fcd8fb,web,"[-122.414689, 37.758113]",2006,37.758113,-122.414689,Pageflakes,20.0,1300000.0,USD,4099999.9999999995
33,5cd5942a666d28a915fcd91d,travel,"[-122.402021, 37.764169]",2006,37.764169,-122.402021,TripIt,63.0,1000000.0,USD,13100000.0
34,5cd5942a666d28a915fcdc18,enterprise,"[-122.401803, 37.778991]",2008,37.778991,-122.401803,Samasource,25.0,35000.0,USD,1210000.0
35,5cd5942a666d28a915fcda64,analytics,"[-122.4020593, 37.7797255]",2007,37.7797255,-122.4020593,Kontagent,80.0,1000000.0,USD,17500000.0
36,5cd5942a666d28a915fcd9fb,web,"[-122.416804, 37.754332]",2009,37.754332,-122.416804,Supercool School,3.0,100000.0,USD,100000.0
37,5cd5942a666d28a915fcdb17,web,"[-122.400591, 37.782163]",2007,37.782163,-122.400591,Reframe It,10.0,700000.0,USD,3180000.0
38,5cd5942a666d28a915fcd999,sports,"[-122.395792, 37.776467]",2007,37.776467,-122.395792,Bleacher Report,22.0,1500000.0,USD,40500000.0
39,5cd5942a666d28a915fcd8d8,games_video,"[-122.409173, 37.788482]",2006,37.788482,-122.409173,Kyte,40.0,2250000.0,USD,23400000.0
40,5cd5942a666d28a915fcdb9d,web,"[-122.40971, 37.788796]",2008,37.788796,-122.40971,KODA,15.0,3000000.0,USD,4500000.0
41,5cd5942a666d28a915fcdb12,games_video,"[-122.395785, 37.77772]",2006,37.77772,-122.395785,GotGame,15.0,500000.0,USD,1000000.0
42,5cd5942a666d28a915fcdab2,ecommerce,"[-122.404403, 37.78691]",2008,37.78691,-122.404403,InnerRewards,9.0,1000000.0,USD,1000000.0
43,5cd5942a666d28a915fcdaf3,ecommerce,"[-122.404403, 37.78691]",2008,37.78691,-122.404403,InnerRewards,9.0,1000000.0,USD,1000000.0
44,5cd5942a666d28a915fcdc46,cleantech,"[-122.4041075, 37.7871306]",2007,37.7871306,-122.4041075,Sunrun,180.0,12000000.0,USD,337000000.0
45,5cd5942a666d28a915fcd8ed,enterprise,"[-122.4038047, 37.7870842]",2006,37.7870842,-122.4038047,Mashery,0.0,1200000.0,USD,34700000.0
46,5cd5942a666d28a915fcd8df,search,"[-122.395289, 37.778613]",2006,37.778613,-122.395289,Powerset,60.0,12500000.0,USD,22500000.0
47,5cd5942a666d28a915fcd95a,advertising,"[-122.3938931, 37.7766184]",2006,37.7766184,-122.3938931,Dapper,30.0,3000000.0,USD,3000000.0
48,5cd5942a666d28a915fcda3c,software,"[-122.402759, 37.787646]",2006,37.787646,-122.402759,Keibi Technologies,30.0,5000000.0,USD,5000000.0
49,5cd5942a666d28a915fcd972,web,"[-122.403865, 37.788266]",2007,37.788266,-122.403865,Lookery,9.0,900000.0,USD,3150000.0
50,5cd5942a666d28a915fcdc4d,web,"[-122.4011603, 37.7868333]",2007,37.7868333,-122.4011603,GottaPark,9.0,100000.0,USD,600000.0
51,5cd5942a666d28a915fcd905,games_video,"[-122.401245, 37.786942]",2006,37.786942,-122.401245,Kongregate,20.0,1000000.0,USD,19000000.0
52,5cd5942a666d28a915fcd9b0,mobile,"[-122.4035985, 37.7885714]",2006,37.7885714,-122.4035985,kwiry,3.0,1000000.0,USD,1000000.0
53,5cd5942a666d28a915fcd949,web,"[-122.394958, 37.781262]",2007,37.781262,-122.394958,Dipity,4.0,900000.0,USD,900000.0
54,5cd5942a666d28a915fcdb2f,web,"[-122.394958, 37.781262]",2008,37.781262,-122.394958,Virgance,15.0,750000.0,USD,750000.0
55,5cd5942a666d28a915fcd8e3,games_video,"[-122.393913, 37.780716]",2006,37.780716,-122.393913,CastTV,0.0,3100000.0,USD,3100000.0
56,5cd5942a666d28a915fcd8f5,games_video,"[-122.399972, 37.787092]",2006,37.787092,-122.399972,Curse,58.0,6000000.0,USD,12000000.0
57,5cd5942a666d28a915fcdab1,web,"[-122.3999719, 37.7870923]",2008,37.7870923,-122.3999719,Lolapps,65.0,4000000.0,USD,4000000.0
58,5cd5942a666d28a915fcdaef,web,"[-122.3999719, 37.7870923]",2008,37.7870923,-122.3999719,Lolapps,65.0,4000000.0,USD,4000000.0
59,5cd5942a666d28a915fcdb8f,hardware,"[-122.397582, 37.785271]",2009,37.785271,-122.397582,Meez,21.0,5400000.0,USD,10200000.0
60,5cd5942a666d28a915fcd8ec,news,"[-122.404052, 37.789634]",2007,37.789634,-122.404052,Scribd,50.0,12000.0,USD,25800000.0
61,5cd5942a666d28a915fcd92b,software,"[-122.404052, 37.789634]",2006,37.789634,-122.404052,Xobni,0.0,12000.0,USD,41800000.0
62,5cd5942a666d28a915fcdb75,advertising,"[-122.399959, 37.787247]",2006,37.787247,-122.399959,NaturalPath Media,7.0,250000.0,USD,250000.0
63,5cd5942a666d28a915fcd980,web,"[-122.3921102, 37.7776778]",2007,37.7776778,-122.3921102,What They Like,10.0,990000.0,USD,990000.0
64,5cd5942a666d28a915fcdbbc,advertising,"[-122.406111, 37.7905948]",2008,37.7905948,-122.406111,PaperG,50.0,2700000.0,USD,2700000.0
65,5cd5942a666d28a915fcd96f,software,"[-122.4020276, 37.7891288]",2007,37.7891288,-122.4020276,Roost,15.0,5500000.0,USD,13500000.0
66,5cd5942a666d28a915fcd93e,cleantech,"[-122.394354, 37.782809]",2006,37.782809,-122.394354,The Climate Corporation,150.0,12600000.0,USD,109000000.0
67,5cd5942a666d28a915fcd916,games_video,"[-122.393229, 37.781265]",2008,37.781265,-122.393229,Crunchyroll,50.0,4050000.0,USD,4800000.0
68,5cd5942a666d28a915fcdbf3,finance,"[-122.391686, 37.778551]",2008,37.778551,-122.391686,Home-Account,10.0,1000000.0,USD,1000000.0
69,5cd5942a666d28a915fcd95b,web,"[-122.3991505, 37.7876952]",2006,37.7876952,-122.3991505,HubPages,21.0,2000000.0,USD,8000000.0
70,5cd5942a666d28a915fcda8d,games_video,"[-122.394067, 37.783046]",2006,37.783046,-122.394067,Shattered Reality Interactive,10.0,600000.0,USD,1100000.0
71,5cd5942a666d28a915fcdace,games_video,"[-122.394067, 37.783046]",2006,37.783046,-122.394067,Shattered Reality Interactive,10.0,600000.0,USD,1100000.0
72,5cd5942a666d28a915fcdb1a,finance,"[-122.403073, 37.79023]",2008,37.79023,-122.403073,AlphaClone,2.0,750000.0,USD,1400000.0
73,5cd5942a666d28a915fcda68,web,"[-122.4013624, 37.7893215]",2007,37.7893215,-122.4013624,Huddler,52.0,5000000.0,USD,22800000.0
74,5cd5942a666d28a915fcd9e6,games_video,"[-122.4013624, 37.7893215]",2008,37.7893215,-122.4013624,Serious Business,22.0,4000000.0,USD,4000000.0
75,5cd5942a666d28a915fcd9e9,web,"[-122.415813, 37.748676]",2007,37.748676,-122.415813,Aardvark,30.0,750000.0,USD,6000000.0
76,5cd5942a666d28a915fcd9f8,web,"[-122.397884, 37.787204]",2006,37.787204,-122.397884,Yoono,10.0,3250000.0,USD,5450000.0
77,5cd5942a666d28a915fcd93c,web,"[-122.421341, 37.793742]",2006,37.793742,-122.421341,YourStreet,6.0,250000.0,USD,250000.0
78,5cd5942a666d28a915fcd99a,advertising,"[-122.397759, 37.787183]",2008,37.787183,-122.397759,LiveRail,110.0,500000.0,USD,12000000.0
79,5cd5942a666d28a915fcdb84,mobile,"[-122.4021988, 37.7900992]",2008,37.7900992,-122.4021988,5th Finger,50.0,7000000.0,USD,7000000.0
80,5cd5942a666d28a915fcdb05,music,"[-122.391236, 37.779624]",2008,37.779624,-122.391236,Smule,55.0,1600000.0,USD,25500000.0
81,5cd5942a666d28a915fcdb94,social,"[-122.3912492, 37.7800539]",2007,37.7800539,-122.3912492,Skout,100.0,22000000.0,USD,22000000.0
82,5cd5942a666d28a915fcdacb,software,"[-122.4007846, 37.7899027]",2007,37.7899027,-122.4007846,Lyft,180.0,300000.0,USD,82500000.0
83,5cd5942a666d28a915fcda8e,software,"[-122.4007846, 37.7899027]",2007,37.7899027,-122.4007846,Lyft,180.0,300000.0,USD,82500000.0
84,5cd5942a666d28a915fcda4d,web,"[-122.4007791, 37.789902]",2007,37.789902,-122.4007791,Genbook,12.0,2200000.0,USD,2200000.0
85,5cd5942a666d28a915fcdb3f,enterprise,"[-122.4006831, 37.7898499]",2007,37.7898499,-122.4006831,Twilio,100.0,1000000.0,USD,104000000.0
86,5cd5942a666d28a915fcd912,messaging,"[-122.39071, 37.779507]",2007,37.779507,-122.39071,TokBox,55.0,4000000.0,USD,26000000.0
87,5cd5942a666d28a915fcd8f0,web,"[-122.39071, 37.779507]",2006,37.779507,-122.39071,Eventbrite,200.0,250000.0,USD,140000000.0
88,5cd5942a666d28a915fcd8f4,software,"[-122.392142, 37.782263]",2008,37.782263,-122.392142,GoingOn,40.0,950000.0,USD,8500000.0
89,5cd5942a666d28a915fcda2c,mobile,"[-122.402859, 37.791391]",2007,37.791391,-122.402859,iPling,7.0,300000.0,USD,700000.0
90,5cd5942a666d28a915fcda66,news,"[-122.401942, 37.791068]",2008,37.791068,-122.401942,Allvoices,10.0,40000.0,EUR,3040000.0
91,5cd5942a666d28a915fcdb27,web,"[-122.397141, 37.788115]",2007,37.788115,-122.397141,DocVerse,5.0,1300000.0,USD,1300000.0
92,5cd5942a666d28a915fcd90b,network_hosting,"[-122.397593, 37.789488]",2007,37.789488,-122.397593,Zivity,16.0,1000000.0,USD,8000000.0
93,5cd5942a666d28a915fcda1d,web,"[-122.420903, 37.796164]",2006,37.796164,-122.420903,StartForce,21.0,1000000.0,USD,6000000.0
94,5cd5942a666d28a915fcda14,finance,"[-122.389519, 37.782101]",2006,37.782101,-122.389519,Jambool,25.0,1000000.0,USD,6000000.0
